OBJECTID,GID,GUID,DT_CREATED,DT_VERIFIE,DT_START,DT_END,IS_COMPLET,IS_CURRENT,SRC_DETAIL,IS_VERIFIE,DT_MODIFIE,NOTES,PWSID,NAME,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,D_PRIN_CNT,D_POPULATI,D_PWS_FED_,D_LAST_INV,D_LAST_UPD,SOURCE_TAB,COUNTY_FIP,STATE,ADDRESS_CI,ADDR_LINE_,ADDR_LINE0,ADDRESS_ZI,SVC_CONNEC,DISTRICT_L,BOUNDARY_TYPE,REG_AGENCY,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,DT_VERIFIED,EDITDATE,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,Shape__Area,Shape__Length,SHAPE
7154,127,5b19674a-c6f3-46bc-b4ff-8f102aef8d06,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/03 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA5301014,BRIDGE CAMP,A,1976/01/01 08:00:00+00,F,TRINITY,190,NC,2018/07/17 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,105,CA,REDDING,,3644 AVTECH PARKWAY,96002,7,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1.106493559505e-06,0.00530304329669223,
7155,151,b173efa7-47ec-44b6-82a1-068971c4de92,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2015/10/27 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700875,KLAMATH BASIN NATIONAL WILDLIFE REFUGE,A,2016/02/29 08:00:00+00,F,SISKIYOU,30,NC,2017/10/26 08:00:00+00,2017/09/19 08:00:00+00,2019/06/20 08:00:00+00,93,CA,TULELAKE,4009 Hill Rd.,Klamath Basin National Wildlife Refuge,96134,6,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,4.0038755583855e-06,0.0106431318798475,
7156,12268,f3ff68a4-00bd-4440-81b5-bc1d03938732,2011/09/04 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,Batch import from http://www.ehib.org/tools/_69/_123/monterey/LPA_Service_Area_Monterey_County.shp.,0,1970/01/01 00:00:00+00,,CA2700612,LAGUNA SECA WC,A,2016/08/01 08:00:00+00,P,MONTEREY,162,C,2018/11/21 08:00:00+00,2016/08/11 08:00:00+00,2019/06/20 08:00:00+00,53,CA,CARMEL VALLEY,11552 HIDDEN HILLS RD, ,93924,58,17328,,LPA57 - MONTEREY COUNTY,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,4.3735740222728e-05,0.0723937338395212,
7157,12267,99e9aea0-2480-476f-9d1d-6165720d8775,2012/03/05 08:00:00+00,1970/01/01 00:00:00+00,2012/03/05 08:00:00+00,1970/01/01 00:00:00+00,1,1,Batch import from http://www.ehib.org/tools/_69/_123/mwdoc/mwdoc.shp.,0,2018/01/22 08:00:00+00, ,CA3010027,CITY OF ORANGE,A,1976/01/01 08:00:00+00,L,ORANGE,140094,C,2019/06/05 08:00:00+00,2018/12/07 08:00:00+00,2019/06/20 08:00:00+00,59,CA,ORANGE,,189 SOUTH WATER STREET,92866,35417,71,,DISTRICT 08 - SANTA ANA,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.00585622526029572,0.828775484748993,
7158,153,2e5cbe45-c39d-4d7d-849f-b1ac38b4ce60,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/12 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700501,LAKE SISKIYOU CAMPGROUND,A,1979/03/22 08:00:00+00,P,SISKIYOU,1800,NC,2019/06/04 08:00:00+00,2016/03/24 08:00:00+00,2019/06/20 08:00:00+00,93,CA,LAGUNA BEACH,,"32392 S. COAST HWY, SUITE 170",92651,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.00012518240768131,0.0529316640767837,
7159,131,d9b8e464-762b-4bcd-a44b-3259873547a6,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/03 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA5301004,REDDING ODD FELLOWS CAMP,A,1986/03/28 08:00:00+00,P,TRINITY,65,NC,2017/10/02 08:00:00+00,2017/04/24 08:00:00+00,2019/06/20 08:00:00+00,105,CA,LEWISTON,,67400 HWY 299 WEST,96052,63,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1.114591787005e-05,0.0144723629048548,
7160,130,b9627728-c621-4605-ab66-fab8043a188d,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/03 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA5301006,ALPINE VIEW CAMPGROUND,A,1976/01/01 08:00:00+00,F,TRINITY,215,NC,2017/06/16 08:00:00+00,2016/03/23 08:00:00+00,2019/06/20 08:00:00+00,105,CA,REDDING,,3644 AVTECH PARKWAY,96002,30,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3.1280976534026e-05,0.0353503397669511,
7161,158,ed5542b6-ebb5-4639-a303-ebc2ba6d5f73,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/12 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700612,TREE OF HEAVEN CAMPGROUND,A,1979/03/22 08:00:00+00,F,SISKIYOU,25,NC,2018/10/05 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,HAPPY CAMP,,63822 Hwy 96,96039,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.1840491339934e-05,0.0205698125906195,
7162,129,06522e28-e7c1-4f21-8fcf-55065bbfc8b7,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2015/05/27 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA5301009,LAKEVIEW TERRACE RESORT,A,1976/01/01 08:00:00+00,P,TRINITY,77,NC,2018/07/17 08:00:00+00,2018/07/17 08:00:00+00,2019/06/20 08:00:00+00,105,CA,LEWISTON,,9001 Trinity Dam Blvd,96052,48,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,7.0619579506e-06,0.0121415594914396,
7163,150,f627952f-2330-4af4-bbaf-4659448894b9,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2016/10/12 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700850,CALLAHAN WORK CENTER-KNF,I,2018/01/17 08:00:00+00,F,SISKIYOU,30,NP,2018/09/11 08:00:00+00,2018/09/11 08:00:00+00,2019/06/20 08:00:00+00,93,CA,FORT JONES,,11263 North Hwy 3,96032,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.941206218085e-06,0.00770642608070362,
7164,154,2fe52265-3608-4b0a-8c5a-99cc25c9ab7f,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/12 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700545,RAILROAD PARK RESORT,A,1979/03/22 08:00:00+00,P,SISKIYOU,60,NC,2017/07/12 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,DUNSMUIR,,100 Railroad Park Rd.,96025,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,4.937198293225e-06,0.0110334430160177,
7165,152,6cfc368c-896b-401b-8710-a4dc766a0dfb,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2013/02/22 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700891,JUNIPER VILLAGE FARM LABOR HOUSING,A,2013/05/22 08:00:00+00,P,SISKIYOU,200,NC,2016/06/03 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,MACDOEL,P.O. Box 269,Juniper Village Farm Labor Housing,96058,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.126627459945e-06,0.00584930511136068,
7166,155,7e72b51f-0ccb-4a23-bf1e-48cfd7b17dd5,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,1998/05/06 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700562,SWISS HOLIDAY LODGE,A,1979/03/22 08:00:00+00,P,SISKIYOU,25,NC,2012/05/25 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,MT. SHASTA,,2400 MT. SHASTA BLVD.,96067,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,9.97085934305e-07,0.00428202570122584,
7167,157,601f5ab4-81b4-43c5-a1c6-17a81eedcac5,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,1999/07/29 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700593,OAK BOTTOM CG & WC,A,1984/10/30 08:00:00+00,F,SISKIYOU,25,NC,2012/05/25 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,ORLEANS,P.O. BOX 410,USDS FS Oleans District,95556,12,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.00010927980905821,0.0405831548252714,
7168,156,ce10789f-cf6c-408b-bb12-cd392d5f1220,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/12 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700571,MCBRIDE SPRINGS CAMPGROUND,A,1984/10/30 08:00:00+00,F,SISKIYOU,80,NC,2018/05/22 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,MT. SHASTA,,204 West Alma Street,96067,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,8.322813879115e-06,0.0113013972814254,
7169,159,0a5a3d24-2914-4ef5-8115-fea2b01c5676,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/12 08:00:00+00,2018/06/01 08:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2018/06/11 08:00:00+00,"Inactive WS per SDWIS, 6/2018",CA4700644,TRAILER LANE RV PARK,I,2017/11/21 08:00:00+00,P,SISKIYOU,38,NC,2017/11/29 08:00:00+00,2017/11/29 08:00:00+00,2019/06/20 08:00:00+00,93,CA,WEED,,P.O. BOX 309,96094,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.227335112515e-06,0.0060939718426787,
7170,162,a3902797-8243-405e-8778-faa4a5bff050,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/08/09 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700669,R-RANCH HEADQUARTERS,A,1981/11/30 08:00:00+00,P,SISKIYOU,300,NC,2017/03/28 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,HORNBROOK,,P.O. Box 71,96044,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,7.62909066530405e-05,0.0530273166835626,
7171,132,f613f0b2-4dd5-4f5b-90cf-c401db43b3bb,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/09/28 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA5301010,BUD FINE MWC,A,1986/03/28 08:00:00+00,P,TRINITY,32,NC,2018/07/17 08:00:00+00,2017/08/30 08:00:00+00,2019/06/20 08:00:00+00,105,CA,LEWISTON,,P.O. BOX 148,96052,39,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,4.90209191263005e-05,0.0285958895553434,
7172,12540,a3da3680-e5c2-42d7-83be-1df42885cd89,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,2009/06/30 08:00:00+00,1970/01/01 00:00:00+00,1,1,ICE downloaded from CaSIL Private Water Districts (2009) and linked to PICME pwsid,0,1970/01/01 00:00:00+00,,CA4710013,LAKE SHASTINA C.S.D,A,1976/01/01 08:00:00+00,P,SISKIYOU,2400,C,2017/05/08 08:00:00+00,2017/07/07 08:00:00+00,2019/06/20 08:00:00+00,93,CA,FORT JONES,,P.O. Box 40,96032,1272,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.001008678163826,0.343411159751384,
7173,135,ad305c7b-b281-4591-8a3a-0d8e8fee526a,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2002/03/11 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700884,SHASTINA MOBILE ESTATES,A,2001/08/02 08:00:00+00,P,SISKIYOU,32,C,2019/01/16 08:00:00+00,2017/05/24 08:00:00+00,2019/06/20 08:00:00+00,93,CA,ROSEVILLE,,315 Washington Blvd.,95678,32,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,4.908998058529e-06,0.00981062706655153,
7174,134,cc53b2ca-24f7-4389-9de7-c762824b10be,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/05 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700549,LAKE SISKIYOU M.W.C.,A,1979/03/22 08:00:00+00,P,SISKIYOU,240,C,2019/05/06 08:00:00+00,2017/08/15 08:00:00+00,2019/06/20 08:00:00+00,93,CA,MT. SHASTA,,P.O. Box 1381,96067,84,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.87327866440135e-05,0.0444816324805771,
7175,141,78f8db57-a0ae-4917-8d1c-9aecf4725640,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/10 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700565,FOWLERS CAMPGROUND-STNF,A,1979/03/22 08:00:00+00,F,SISKIYOU,360,NC,2018/05/22 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,MT. SHASTA,,204 West Alma Street,96067,8,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3.127072119522e-05,0.0255010823828908,
7176,142,aadec5a9-79f6-498f-933d-ede15276009a,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2002/09/11 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700573,CALTRANS-DUNSMUIR GRADE INSP. FACILITY,A,1979/03/22 08:00:00+00,S,SISKIYOU,200,NTNC,2019/01/25 08:00:00+00,2017/10/25 08:00:00+00,2019/06/20 08:00:00+00,93,CA,REDDING,,1490 George Dr.,96003,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,4.688888037815e-06,0.0108706415241819,
7177,143,59de6043-a6cb-4ea9-b31c-de52d73d774a,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/10 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700594,DILLON CREEK CAMPGROUND-SRNF,A,1984/10/30 08:00:00+00,F,SISKIYOU,30,NC,2019/06/18 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,ORLEANS,,PO BOX 410,95556,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.28485572977695e-05,0.0208409078171161,
7178,137,0b3e1556-6b76-44a9-bc6f-4059f8100565,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/10 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700554,CALTRANS-COLLIER REST STOP,A,1979/03/22 08:00:00+00,S,SISKIYOU,1400,NC,2017/07/10 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,REDDING,,1657 Riverside Drive,96001,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1.737516606686e-05,0.0194105245830673,
7179,140,6acbe6e6-8a69-49e9-a0c6-5e870f8d1554,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/10 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700563,LOGE CAMP MT. SHASTA,A,1979/03/22 08:00:00+00,P,SISKIYOU,25,NC,2018/11/26 08:00:00+00,2018/11/26 08:00:00+00,2019/06/20 08:00:00+00,93,CA,NORTH BEND,,"249 Main Ave S., Suite 107 PMB",98045,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,6.2541100209e-07,0.00367601670644303,
7180,138,38ee82f0-b5cb-4e12-b870-90439d39f11e,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/10 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700557,CALTRANS-WEED REST STOP,A,1979/03/22 08:00:00+00,S,SISKIYOU,1000,NC,2018/04/23 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,REDDING,,1657 Riverside Drive,96001,2,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,8.99306642357e-06,0.0115013159354593,
7181,139,8e562baa-c118-4835-ba72-2d893bc239a6,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/10 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700558,CALTRANS-GRASS LAKE REST STOP,A,1979/03/22 08:00:00+00,S,SISKIYOU,600,NC,2019/05/23 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,REDDING,,1657 Riverside Drive,96001,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1.60442102575e-06,0.00521014965424427,
7182,146,85ca5637-0c2a-4c93-ad00-476abf0f654d,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/10 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700603,KANGAROO LAKE CAMPGROUND,A,1979/03/22 08:00:00+00,F,SISKIYOU,25,NC,2018/06/26 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,FORT JONES,,11263 North Hwy 3,96032,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1.2282503850335e-05,0.0140918624687679,
7183,147,5e7de1d5-84c9-4670-aeca-be71369e9d6c,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,1999/08/10 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700722,ASH CREEK FIRE STATION-STNF,A,1976/01/01 08:00:00+00,F,SISKIYOU,240,NC,2017/12/01 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,MT. SHASTA,,204 West Alma Street,96067,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,7.17591180768e-05,0.0376224544064728,
7184,16188,aa937bd5-95ec-4189-bd1c-37f7594d0ac8,2016/10/04 08:00:00+00,1970/01/01 00:00:00+00,2016/10/04 08:00:00+00,1970/01/01 00:00:00+00,1,1,,0,2018/06/13 08:00:00+00, ,CA4710003,"FORT JONES, TOWN OF",A,1976/01/01 08:00:00+00,L,SISKIYOU,675,C,2019/03/20 08:00:00+00,2017/05/24 08:00:00+00,2019/06/20 08:00:00+00,93,CA,FORT JONES,,P.O. Box 40,96032,366,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.00016897884452338,0.108155633277796,
7185,136,e3c85dca-ba2e-4278-8be5-e40937033d99,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/04/07 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4710002,"DUNSMUIR, CITY OF",A,1976/01/01 08:00:00+00,L,SISKIYOU,1923,C,2019/04/23 08:00:00+00,2017/08/14 08:00:00+00,2019/06/20 08:00:00+00,93,CA,DUNSMUIR,,5915 Dunsmuir Ave.,96025,1187,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,0.000407944288414415,0.144532272333955,
7186,14316,f3f17b07-a7f1-4e5a-a087-499a94caa97e,2012/08/22 08:00:00+00,1970/01/01 00:00:00+00,2012/08/22 08:00:00+00,1970/01/01 00:00:00+00,1,1,"Batch import from Fr_AllPolygons.shp; Source: Carolina Balazs, PhD (2012)",0,2018/01/19 08:00:00+00, ,CA1000426,RIVERBEND MOBILE HOME & RV PARK,A,1988/03/10 08:00:00+00,P,FRESNO,400,C,2018/09/04 08:00:00+00,2016/11/17 08:00:00+00,2019/06/20 08:00:00+00,19,CA,GRANITE BAY,,P.O. Box 2224,95746,46,63,,DISTRICT 23 - FRESNO,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,9.182857468315e-06,0.012708091090291,
7187,144,071cad66-d283-4659-bf1f-9fc49099a8bb,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/10/10 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700597,JUANITA LAKE CAMPGROUND,A,1979/03/22 08:00:00+00,F,SISKIYOU,30,NC,2016/03/24 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,YREKA,,1711 South Main St.,96097,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,2.57925186039805e-05,0.0240346357908991,
7188,148,40dae08a-e6af-4246-af65-11eb64ee22b8,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,2017/09/11 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700807,JH RANCH,A,1981/11/30 08:00:00+00,P,SISKIYOU,400,NC,2018/03/19 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,ETNA,,8525 HOMESTEAD LANE,96027,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,3.7544450789424e-05,0.0277532622650072,
7189,145,18a2208c-e956-449d-ad6a-cbf5f12a187d,2017/11/14 08:00:00+00,1970/01/01 00:00:00+00,1999/07/27 08:00:00+00,1970/01/01 00:00:00+00,1,1,Uploaded using Water Boundary Tool,0,2017/11/14 08:00:00+00, ,CA4700601,INDIAN SCOTTY CAMPGROUND,A,1980/06/27 08:00:00+00,F,SISKIYOU,25,NC,2018/06/26 08:00:00+00,2015/01/09 08:00:00+00,2019/06/20 08:00:00+00,93,CA,FORT JONES,,11263 North Hwy 3,96032,1,64,,DISTRICT 01 - KLAMATH,Not Verified,,,1970/01/01 00:00:00+00,2019/12/21 08:05:49+00,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00,1.63290438143505e-05,0.0229163089473745,
